Invoice ID,Customer ID,Product line,Unit price,Quantity,Tax 5%,Total,cogs,gross margin percentage,gross income,Rating
420-18-8989,1500,Carrots,51.52,8,20.608,432.768,412.16,4.761904762,20.608,9.6
277-63-2961,1501,Carrots,73.97,1,3.6985,77.6685,73.97,4.761904762,3.6985,5.4
573-98-8548,1502,Carrots,31.9,1,1.595,33.495,31.9,4.761904762,1.595,9.1
620-02-2046,1503,Carrots,69.4,2,6.94,145.74,138.8,4.761904762,6.94,9
282-35-2475,1504,Carrots,93.31,2,9.331,195.951,186.62,4.761904762,9.331,6.3
511-54-3087,1505,Carrots,88.45,1,4.4225,92.8725,88.45,4.761904762,4.4225,9.5
726-29-6793,1506,Carrots,24.18,8,9.672,203.112,193.44,4.761904762,9.672,9.8
387-49-4215,1507,Carrots,48.5,3,7.275,152.775,145.5,4.761904762,7.275,6.7
862-17-9201,1508,Carrots,84.05,6,25.215,529.515,504.3,4.761904762,25.215,7.7
291-21-5991,1509,Carrots,61.29,5,15.3225,321.7725,306.45,4.761904762,15.3225,7
602-80-9671,1510,Carrots,15.95,6,4.785,100.485,95.7,4.761904762,4.785,5.1
347-72-6115,1511,Carrots,90.74,7,31.759,666.939,635.18,4.761904762,31.759,6.2
209-61-0206,1512,Carrots,42.91,5,10.7275,225.2775,214.55,4.761904762,10.7275,6.1
595-27-4851,1513,Carrots,54.28,7,18.998,398.958,379.96,4.761904762,18.998,9.3
189-52-0236,1514,Carrots,99.55,7,34.8425,731.6925,696.85,4.761904762,34.8425,7.6
503-07-0930,1515,Carrots,58.39,7,20.4365,429.1665,408.73,4.761904762,20.4365,8.2
413-20-6708,1516,Carrots,51.47,1,2.5735,54.0435,51.47,4.761904762,2.5735,8.5
425-85-2085,1517,Carrots,54.86,5,13.715,288.015,274.3,4.761904762,13.715,9.8
521-18-7827,1518,Carrots,39.39,5,9.8475,206.7975,196.95,4.761904762,9.8475,8.7
220-28-1851,1519,Carrots,34.73,2,3.473,72.933,69.46,4.761904762,3.473,9.7
600-38-9738,1520,Carrots,71.92,5,17.98,377.58,359.6,4.761904762,17.98,4.3
734-91-1155,1521,Carrots,45.71,3,6.8565,143.9865,137.13,4.761904762,6.8565,7.7
451-28-5717,1522,Carrots,83.17,6,24.951,523.971,499.02,4.761904762,24.951,7.3
609-81-8548,1523,Carrots,37.44,6,11.232,235.872,224.64,4.761904762,11.232,5.9
133-14-7229,1524,Carrots,62.87,2,6.287,132.027,125.74,4.761904762,6.287,5
534-01-4457,1525,Carrots,81.71,6,24.513,514.773,490.26,4.761904762,24.513,8
719-89-8991,1526,Carrots,91.41,5,22.8525,479.9025,457.05,4.761904762,22.8525,7.1
286-62-6248,1527,Carrots,39.21,4,7.842,164.682,156.84,4.761904762,7.842,9
339-38-9982,1528,Carrots,59.86,2,5.986,125.706,119.72,4.761904762,5.986,6.7
827-44-5872,1529,Carrots,54.36,10,27.18,570.78,543.6,4.761904762,27.18,6.1
827-77-7633,1530,Carrots,98.09,9,44.1405,926.9505,882.81,4.761904762,44.1405,9.3
287-83-1405,1531,Carrots,25.43,6,7.629,160.209,152.58,4.761904762,7.629,7
435-13-4908,1532,Carrots,86.68,8,34.672,728.112,693.44,4.761904762,34.672,7.2
857-67-9057,1533,Carrots,22.95,10,11.475,240.975,229.5,4.761904762,11.475,8.2
236-27-1144,1534,Carrots,16.31,9,7.3395,154.1295,146.79,4.761904762,7.3395,8.4
892-05-6689,1535,Carrots,28.32,5,7.08,148.68,141.6,4.761904762,7.08,6.2
583-41-4548,1536,Carrots,16.67,7,5.8345,122.5245,116.69,4.761904762,5.8345,7.4
339-12-4827,1537,Carrots,73.96,1,3.698,77.658,73.96,4.761904762,3.698,5
643-38-7867,1538,Carrots,97.94,1,4.897,102.837,97.94,4.761904762,4.897,6.9
308-81-0538,1539,Carrots,73.05,4,14.61,306.81,292.2,4.761904762,14.61,4.9
358-88-9262,1540,Carrots,87.48,6,26.244,551.124,524.88,4.761904762,26.244,5.1
460-35-4390,1541,Carrots,30.68,3,4.602,96.642,92.04,4.761904762,4.602,9.1
343-87-0864,1542,Carrots,75.88,1,3.794,79.674,75.88,4.761904762,3.794,7.1
173-50-1108,1543,Carrots,20.18,4,4.036,84.756,80.72,4.761904762,4.036,5
243-47-2663,1544,Carrots,18.77,6,5.631,118.251,112.62,4.761904762,5.631,5.5
841-18-8232,1545,Carrots,71.2,1,3.56,74.76,71.2,4.761904762,3.56,9.2
701-23-5550,1546,Carrots,38.81,4,7.762,163.002,155.24,4.761904762,7.762,4.9
647-50-1224,1547,Carrots,29.42,10,14.71,308.91,294.2,4.761904762,14.71,8.9
541-48-8554,1548,Carrots,60.95,9,27.4275,575.9775,548.55,4.761904762,27.4275,6
539-21-7227,1549,Carrots,51.54,5,12.885,270.585,257.7,4.761904762,12.885,4.2
213-32-1216,1550,Carrots,66.06,6,19.818,416.178,396.36,4.761904762,19.818,7.3
747-58-7183,1551,Carrots,57.27,3,8.5905,180.4005,171.81,4.761904762,8.5905,6.5
582-52-8065,1552,Carrots,54.31,9,24.4395,513.2295,488.79,4.761904762,24.4395,8.9
210-57-1719,1553,Carrots,58.24,9,26.208,550.368,524.16,4.761904762,26.208,9.7
399-69-4630,1554,Carrots,22.21,6,6.663,139.923,133.26,4.761904762,6.663,8.6
134-75-2619,1555,Carrots,19.32,7,6.762,142.002,135.24,4.761904762,6.762,6.9
356-44-8813,1556,Carrots,37.48,3,5.622,118.062,112.44,4.761904762,5.622,7.7
198-66-9832,1557,Carrots,72.04,2,7.204,151.284,144.08,4.761904762,7.204,9.5
283-26-5248,1558,Carrots,98.52,10,49.26,1034.46,985.2,4.761904762,49.26,4.5
712-39-0363,1559,Carrots,41.66,6,12.498,262.458,249.96,4.761904762,12.498,5.6
218-59-9410,1560,Carrots,72.42,3,10.863,228.123,217.26,4.761904762,10.863,8.2
174-75-0888,1561,Carrots,21.58,9,9.711,203.931,194.22,4.761904762,9.711,7.3
866-99-7614,1562,Carrots,89.2,10,44.6,936.6,892,4.761904762,44.6,4.4
134-54-4720,1563,Carrots,42.42,8,16.968,356.328,339.36,4.761904762,16.968,5.7
760-90-2357,1564,Carrots,74.51,6,22.353,469.413,447.06,4.761904762,22.353,5
514-37-2845,1565,Carrots,99.25,2,9.925,208.425,198.5,4.761904762,9.925,9
698-98-5964,1566,Carrots,81.21,10,40.605,852.705,812.1,4.761904762,40.605,6.3
718-57-9773,1567,Spinach,49.33,10,24.665,517.965,493.3,4.761904762,24.665,9.4
651-88-7328,1568,Spinach,65.74,9,29.583,621.243,591.66,4.761904762,29.583,7.7
241-11-2261,1569,Spinach,79.86,7,27.951,586.971,559.02,4.761904762,27.951,5.5
408-26-9866,1570,Spinach,73.98,7,25.893,543.753,517.86,4.761904762,25.893,4.1
834-83-1826,1571,Spinach,82.04,5,20.51,430.71,410.2,4.761904762,20.51,7.6
343-61-3544,1572,Spinach,26.67,10,13.335,280.035,266.7,4.761904762,13.335,8.6
239-48-4278,1573,Spinach,10.13,7,3.5455,74.4555,70.91,4.761904762,3.5455,8.3
355-34-6244,1574,Spinach,72.39,2,7.239,152.019,144.78,4.761904762,7.239,8.1
550-84-8664,1575,Spinach,85.91,5,21.4775,451.0275,429.55,4.761904762,21.4775,8.6
339-96-8318,1576,Spinach,81.31,7,28.4585,597.6285,569.17,4.761904762,28.4585,6.3
458-61-0011,1577,Spinach,60.3,4,12.06,253.26,241.2,4.761904762,12.06,5.8
592-34-6155,1578,Spinach,31.77,4,6.354,133.434,127.08,4.761904762,6.354,6.2
797-88-0493,1579,Spinach,64.27,4,12.854,269.934,257.08,4.761904762,12.854,7.7
207-73-1363,1580,Spinach,69.51,2,6.951,145.971,139.02,4.761904762,6.951,8.1
390-31-6381,1581,Spinach,27.22,3,4.083,85.743,81.66,4.761904762,4.083,7.3
443-82-0585,1582,Spinach,77.68,4,15.536,326.256,310.72,4.761904762,15.536,8.4
339-18-7061,1583,Spinach,92.98,2,9.298,195.258,185.96,4.761904762,9.298,8
359-90-3665,1584,Spinach,18.08,4,3.616,75.936,72.32,4.761904762,3.616,9.5
375-72-3056,1585,Spinach,63.06,3,9.459,198.639,189.18,4.761904762,9.459,7
127-47-6963,1586,Spinach,51.71,4,10.342,217.182,206.84,4.761904762,10.342,9.8
278-86-2735,1587,Spinach,52.34,3,7.851,164.871,157.02,4.761904762,7.851,9.2
695-28-6250,1588,Spinach,43.06,5,10.765,226.065,215.3,4.761904762,10.765,7.7
379-17-6588,1589,Spinach,59.61,10,29.805,625.905,596.1,4.761904762,29.805,5.3
227-50-3718,1590,Spinach,14.62,5,3.655,76.755,73.1,4.761904762,3.655,4.4
302-15-2162,1591,Spinach,46.53,6,13.959,293.139,279.18,4.761904762,13.959,4.3
788-07-8452,1592,Spinach,24.24,7,8.484,178.164,169.68,4.761904762,8.484,9.4
560-49-6611,1593,Spinach,45.58,1,2.279,47.859,45.58,4.761904762,2.279,9.8
880-35-0356,1594,Spinach,75.2,3,11.28,236.88,225.6,4.761904762,11.28,4.8
585-11-6748,1595,Spinach,96.8,3,14.52,304.92,290.4,4.761904762,14.52,5.3
470-31-3286,1596,Spinach,14.82,3,2.223,46.683,44.46,4.761904762,2.223,8.7
152-68-2907,1597,Spinach,52.2,3,7.83,164.43,156.6,4.761904762,7.83,9.5
123-35-4896,1598,Spinach,46.66,9,20.997,440.937,419.94,4.761904762,20.997,5.3
258-69-7810,1599,Spinach,36.85,5,9.2125,193.4625,184.25,4.761904762,9.2125,9.2
334-64-2006,1600,Spinach,70.32,2,7.032,147.672,140.64,4.761904762,7.032,9.6
219-61-4139,1601,Spinach,83.08,1,4.154,87.234,83.08,4.761904762,4.154,6.4
881-41-7302,1602,Spinach,64.99,1,3.2495,68.2395,64.99,4.761904762,3.2495,4.5
373-09-4567,1603,Spinach,77.56,10,38.78,814.38,775.6,4.761904762,38.78,6.9
642-30-6693,1604,Spinach,54.51,6,16.353,343.413,327.06,4.761904762,16.353,7.8
484-22-8230,1605,Spinach,51.89,7,18.1615,381.3915,363.23,4.761904762,18.1615,4.5
830-58-2383,1606,Spinach,31.75,4,6.35,133.35,127,4.761904762,6.35,8.6
559-98-9873,1607,Spinach,53.65,7,18.7775,394.3275,375.55,4.761904762,18.7775,5.2
544-32-5024,1608,Spinach,49.79,4,9.958,209.118,199.16,4.761904762,9.958,6.4
318-12-0304,1609,Spinach,30.61,1,1.5305,32.1405,30.61,4.761904762,1.5305,5.2
349-97-8902,1610,Spinach,57.89,2,5.789,121.569,115.78,4.761904762,5.789,8.9
421-95-9805,1611,Spinach,28.96,1,1.448,30.408,28.96,4.761904762,1.448,6.2
277-35-5865,1612,Spinach,98.97,9,44.5365,935.2665,890.73,4.761904762,44.5365,6.7
789-23-8625,1613,Spinach,93.22,3,13.983,293.643,279.66,4.761904762,13.983,7.2
284-54-4231,1614,Spinach,80.93,1,4.0465,84.9765,80.93,4.761904762,4.0465,9
443-59-0061,1615,Spinach,67.45,10,33.725,708.225,674.5,4.761904762,33.725,4.2
509-29-3912,1616,Spinach,38.72,9,17.424,365.904,348.48,4.761904762,17.424,4.2
327-40-9673,1617,Spinach,72.6,6,21.78,457.38,435.6,4.761904762,21.78,6.9
840-19-2096,1618,Spinach,87.91,5,21.9775,461.5275,439.55,4.761904762,21.9775,4.4
828-46-6863,1619,Spinach,98.53,6,29.559,620.739,591.18,4.761904762,29.559,4
641-96-3695,1620,Spinach,43.46,6,13.038,273.798,260.76,4.761904762,13.038,8.5
420-97-3340,1621,Spinach,71.68,3,10.752,225.792,215.04,4.761904762,10.752,9.2
436-54-4512,1622,Spinach,91.61,1,4.5805,96.1905,91.61,4.761904762,4.5805,9.8
670-79-6321,1623,Spinach,94.59,7,33.1065,695.2365,662.13,4.761904762,33.1065,4.9
852-62-7105,1624,Spinach,83.25,10,41.625,874.125,832.5,4.761904762,41.625,4.4
598-06-7312,1625,Spinach,91.35,1,4.5675,95.9175,91.35,4.761904762,4.5675,6.8
135-13-8269,1626,Spinach,78.88,2,7.888,165.648,157.76,4.761904762,7.888,9.1
816-57-2053,1627,Spinach,60.87,2,6.087,127.827,121.74,4.761904762,6.087,8.7
628-90-8624,1628,Spinach,82.58,10,41.29,867.09,825.8,4.761904762,41.29,5
856-66-2701,1629,Spinach,53.3,3,7.995,167.895,159.9,4.761904762,7.995,7.5
308-39-1707,1630,Spinach,12.09,1,0.6045,12.6945,12.09,4.761904762,0.6045,8.2
149-61-1929,1631,Spinach,64.19,10,32.095,673.995,641.9,4.761904762,32.095,6.7
655-07-2265,1632,Spinach,78.31,3,11.7465,246.6765,234.93,4.761904762,11.7465,5.4
589-02-8023,1633,Spinach,83.77,2,8.377,175.917,167.54,4.761904762,8.377,7
420-04-7590,1634,Spinach,99.7,3,14.955,314.055,299.1,4.761904762,14.955,4.7
182-88-2763,1635,Spinach,79.91,3,11.9865,251.7165,239.73,4.761904762,11.9865,5
188-55-0967,1636,Spinach,66.47,10,33.235,697.935,664.7,4.761904762,33.235,5
610-46-4100,1637,Spinach,28.95,7,10.1325,212.7825,202.65,4.761904762,10.1325,6
318-81-2368,1638,Spinach,46.2,1,2.31,48.51,46.2,4.761904762,2.31,6.3
364-33-8584,1639,Spinach,17.63,5,4.4075,92.5575,88.15,4.761904762,4.4075,8.5
665-63-9737,1640,Spinach,52.42,3,7.863,165.123,157.26,4.761904762,7.863,7.5
695-09-5146,1641,Spinach,98.79,3,14.8185,311.1885,296.37,4.761904762,14.8185,6.4
155-45-3814,1642,Spinach,88.55,8,35.42,743.82,708.4,4.761904762,35.42,4.7
794-32-2436,1643,Spinach,55.67,2,5.567,116.907,111.34,4.761904762,5.567,6
131-15-8856,1644,Spinach,72.52,8,29.008,609.168,580.16,4.761904762,29.008,4
273-84-2164,1645,Spinach,12.05,5,3.0125,63.2625,60.25,4.761904762,3.0125,5.5
706-36-6154,1646,Spinach,19.36,9,8.712,182.952,174.24,4.761904762,8.712,8.7
778-89-7974,1647,Spinach,70.21,6,21.063,442.323,421.26,4.761904762,21.063,7.4
574-31-8277,1648,Spinach,33.63,1,1.6815,35.3115,33.63,4.761904762,1.6815,5.6
859-71-0933,1649,Spinach,15.49,2,1.549,32.529,30.98,4.761904762,1.549,6.3
740-11-5257,1650,Spinach,24.74,10,12.37,259.77,247.4,4.761904762,12.37,7.1
369-82-2676,1651,Spinach,75.66,5,18.915,397.215,378.3,4.761904762,18.915,7.8
563-47-4072,1652,Spinach,55.81,6,16.743,351.603,334.86,4.761904762,16.743,9.9
742-04-5161,1653,Spinach,72.78,10,36.39,764.19,727.8,4.761904762,36.39,7.3
149-15-7606,1654,Spinach,37.32,9,16.794,352.674,335.88,4.761904762,16.794,5.1
133-77-3154,1655,Spinach,60.18,4,12.036,252.756,240.72,4.761904762,12.036,9.4
169-52-4504,1656,Spinach,15.69,3,2.3535,49.4235,47.07,4.761904762,2.3535,5.8
250-81-7186,1657,Spinach,99.69,1,4.9845,104.6745,99.69,4.761904762,4.9845,8
562-12-5430,1658,Spinach,88.15,3,13.2225,277.6725,264.45,4.761904762,13.2225,7.9
816-72-8853,1659,Spinach,27.93,5,6.9825,146.6325,139.65,4.761904762,6.9825,5.9
491-38-3499,1660,Spinach,55.45,1,2.7725,58.2225,55.45,4.761904762,2.7725,4.9
322-02-2271,1661,Spinach,42.97,3,6.4455,135.3555,128.91,4.761904762,6.4455,9.3
842-29-4695,1662,Spinach,17.14,7,5.999,125.979,119.98,4.761904762,5.999,7.9
725-67-2480,1663,Spinach,58.75,6,17.625,370.125,352.5,4.761904762,17.625,5.9
641-51-2661,1664,Spinach,87.1,10,43.55,914.55,871,4.761904762,43.55,9.9
714-02-3114,1665,Spinach,98.8,2,9.88,207.48,197.6,4.761904762,9.88,7.7
518-17-2983,1666,Spinach,48.63,4,9.726,204.246,194.52,4.761904762,9.726,7.6
779-42-2410,1667,Spinach,57.74,3,8.661,181.881,173.22,4.761904762,8.661,7.7
190-14-3147,1668,Spinach,17.97,4,3.594,75.474,71.88,4.761904762,3.594,6.4
408-66-6712,1669,Spinach,47.71,6,14.313,300.573,286.26,4.761904762,14.313,4.4
679-22-6530,1670,Spinach,40.62,2,4.062,85.302,81.24,4.761904762,4.062,4.1
588-47-8641,1671,Spinach,56.04,10,28.02,588.42,560.4,4.761904762,28.02,4.4
642-61-4706,1672,Spinach,93.4,2,9.34,196.14,186.8,4.761904762,9.34,5.5
576-31-4774,1673,Spinach,73.41,3,11.0115,231.2415,220.23,4.761904762,11.0115,4
556-41-6224,1674,Spinach,33.64,8,13.456,282.576,269.12,4.761904762,13.456,9.3
811-03-8790,1675,Spinach,45.48,10,22.74,477.54,454.8,4.761904762,22.74,4.8
242-11-3142,1676,Spinach,83.77,2,8.377,175.917,167.54,4.761904762,8.377,4.6
752-23-3760,1677,Spinach,64.08,7,22.428,470.988,448.56,4.761904762,22.428,7.3
274-05-5470,1678,Spinach,73.47,4,14.694,308.574,293.88,4.761904762,14.694,6
648-94-3045,1679,Spinach,58.95,10,29.475,618.975,589.5,4.761904762,29.475,8.1
130-67-4723,1680,Spinach,48.5,6,14.55,305.55,291,4.761904762,14.55,9.4
528-87-5606,1681,Spinach,39.48,1,1.974,41.454,39.48,4.761904762,1.974,6.5
320-85-2052,1682,Spinach,34.81,1,1.7405,36.5505,34.81,4.761904762,1.7405,7
370-96-0655,1683,Spinach,49.32,6,14.796,310.716,295.92,4.761904762,14.796,7.1
105-10-6182,1684,Spinach,21.48,2,2.148,45.108,42.96,4.761904762,2.148,6.6
510-79-0415,1685,Spinach,23.08,6,6.924,145.404,138.48,4.761904762,6.924,4.9
241-96-5076,1686,Spinach,49.1,2,4.91,103.11,98.2,4.761904762,4.91,6.4
767-97-4650,1687,Peppers,64.83,2,6.483,136.143,129.66,4.761904762,6.483,8
648-83-1321,1688,Peppers,63.56,10,31.78,667.38,635.6,4.761904762,31.78,4.3
173-57-2300,1689,Peppers,72.88,2,7.288,153.048,145.76,4.761904762,7.288,6.1
305-03-2383,1690,Peppers,67.1,3,10.065,211.365,201.3,4.761904762,10.065,7.5
394-55-6384,1691,Peppers,70.19,9,31.5855,663.2955,631.71,4.761904762,31.5855,6.7
266-20-6657,1692,Peppers,55.04,7,19.264,404.544,385.28,4.761904762,19.264,5.2
689-05-1884,1693,Peppers,48.63,10,24.315,510.615,486.3,4.761904762,24.315,8.8
196-01-2849,1694,Peppers,73.38,7,25.683,539.343,513.66,4.761904762,25.683,9.5
372-62-5264,1695,Peppers,52.6,9,23.67,497.07,473.4,4.761904762,23.67,7.6
800-09-8606,1696,Peppers,87.37,5,21.8425,458.6925,436.85,4.761904762,21.8425,6.6
182-52-7000,1697,Peppers,27.04,4,5.408,113.568,108.16,4.761904762,5.408,6.9
826-58-8051,1698,Peppers,62.19,4,12.438,261.198,248.76,4.761904762,12.438,4.3
868-06-0466,1699,Peppers,69.58,9,31.311,657.531,626.22,4.761904762,31.311,7.8
751-41-9720,1700,Peppers,97.5,10,48.75,1023.75,975,4.761904762,48.75,8
626-43-7888,1701,Peppers,60.41,8,24.164,507.444,483.28,4.761904762,24.164,9.6
176-64-7711,1702,Peppers,32.32,3,4.848,101.808,96.96,4.761904762,4.848,4.3
191-29-0321,1703,Peppers,19.77,10,9.885,207.585,197.7,4.761904762,9.885,5
729-06-2010,1704,Peppers,80.47,9,36.2115,760.4415,724.23,4.761904762,36.2115,9.2
640-48-5028,1705,Peppers,88.39,9,39.7755,835.2855,795.51,4.761904762,39.7755,6.3
186-79-9562,1706,Peppers,71.77,7,25.1195,527.5095,502.39,4.761904762,25.1195,8.9
834-45-5519,1707,Peppers,43,4,8.6,180.6,172,4.761904762,8.6,7.6
162-65-8559,1708,Peppers,68.98,1,3.449,72.429,68.98,4.761904762,3.449,4.8
760-27-5490,1709,Peppers,15.62,8,6.248,131.208,124.96,4.761904762,6.248,9.1
445-30-9252,1710,Peppers,25.7,3,3.855,80.955,77.1,4.761904762,3.855,6.1
786-94-2700,1711,Peppers,80.62,6,24.186,507.906,483.72,4.761904762,24.186,9.1
728-88-7867,1712,Peppers,75.53,4,15.106,317.226,302.12,4.761904762,15.106,8.3
183-21-3799,1713,Peppers,77.63,9,34.9335,733.6035,698.67,4.761904762,34.9335,7.2
268-20-3585,1714,Peppers,13.85,9,6.2325,130.8825,124.65,4.761904762,6.2325,6
735-32-9839,1715,Peppers,98.7,8,39.48,829.08,789.6,4.761904762,39.48,8.5
258-92-7466,1716,Peppers,35.68,5,8.92,187.32,178.4,4.761904762,8.92,6.6
857-16-3520,1717,Peppers,71.46,7,25.011,525.231,500.22,4.761904762,25.011,4.5
482-17-1179,1718,Peppers,11.94,3,1.791,37.611,35.82,4.761904762,1.791,8.1
788-21-5741,1719,Peppers,45.38,3,6.807,142.947,136.14,4.761904762,6.807,7.2
821-14-9046,1720,Peppers,17.48,6,5.244,110.124,104.88,4.761904762,5.244,6.1
418-05-0656,1721,Peppers,25.56,7,8.946,187.866,178.92,4.761904762,8.946,7.1
678-79-0726,1722,Peppers,90.63,9,40.7835,856.4535,815.67,4.761904762,40.7835,5.1
776-68-1096,1723,Peppers,44.12,3,6.618,138.978,132.36,4.761904762,6.618,7.9
592-46-1692,1724,Peppers,36.77,7,12.8695,270.2595,257.39,4.761904762,12.8695,7.4
434-35-9162,1725,Peppers,23.34,4,4.668,98.028,93.36,4.761904762,4.668,7.4
149-14-0304,1726,Peppers,28.5,8,11.4,239.4,228,4.761904762,11.4,6.6
442-44-6497,1727,Peppers,55.57,3,8.3355,175.0455,166.71,4.761904762,8.3355,5.9
174-64-0215,1728,Peppers,69.74,10,34.87,732.27,697.4,4.761904762,34.87,8.9
210-74-9613,1729,Peppers,97.26,4,19.452,408.492,389.04,4.761904762,19.452,6.8
299-29-0180,1730,Peppers,52.18,7,18.263,383.523,365.26,4.761904762,18.263,9.3
247-11-2470,1731,Peppers,22.32,4,4.464,93.744,89.28,4.761904762,4.464,4.4
635-28-5728,1732,Peppers,56,3,8.4,176.4,168,4.761904762,8.4,4.8
756-49-0168,1733,Peppers,19.7,1,0.985,20.685,19.7,4.761904762,0.985,9.5
438-23-1242,1734,Peppers,75.88,7,26.558,557.718,531.16,4.761904762,26.558,8.9
238-45-6950,1735,Peppers,53.72,1,2.686,56.406,53.72,4.761904762,2.686,6.4
607-65-2441,1736,Peppers,81.95,10,40.975,860.475,819.5,4.761904762,40.975,6
386-27-7606,1737,Peppers,81.2,7,28.42,596.82,568.4,4.761904762,28.42,8.1
137-63-5492,1738,Peppers,58.76,10,29.38,616.98,587.6,4.761904762,29.38,9
197-77-7132,1739,Peppers,91.56,8,36.624,769.104,732.48,4.761904762,36.624,6
805-86-0265,1740,Peppers,93.96,9,42.282,887.922,845.64,4.761904762,42.282,9.8
733-29-1227,1741,Peppers,55.61,7,19.4635,408.7335,389.27,4.761904762,19.4635,8.5
451-73-2711,1742,Peppers,84.83,1,4.2415,89.0715,84.83,4.761904762,4.2415,8.8
373-14-0504,1743,Peppers,71.63,2,7.163,150.423,143.26,4.761904762,7.163,8.8
546-80-2899,1744,Peppers,37.69,2,3.769,79.149,75.38,4.761904762,3.769,9.5
345-68-9016,1745,Peppers,31.67,8,12.668,266.028,253.36,4.761904762,12.668,5.6
390-17-5806,1746,Peppers,38.42,1,1.921,40.341,38.42,4.761904762,1.921,8.6
457-13-1708,1747,Peppers,65.23,10,32.615,684.915,652.3,4.761904762,32.615,5.2
664-14-2882,1748,Peppers,10.53,5,2.6325,55.2825,52.65,4.761904762,2.6325,5.8
487-79-6868,1749,Peppers,12.29,9,5.5305,116.1405,110.61,4.761904762,5.5305,8
314-23-4520,1750,Peppers,81.23,7,28.4305,597.0405,568.61,4.761904762,28.4305,9
210-30-7976,1751,Peppers,22.32,4,4.464,93.744,89.28,4.761904762,4.464,4.1
585-86-8361,1752,Peppers,27.28,5,6.82,143.22,136.4,4.761904762,6.82,8.6
807-14-7833,1753,Peppers,17.42,10,8.71,182.91,174.2,4.761904762,8.71,7
775-72-1988,1754,Peppers,73.28,5,18.32,384.72,366.4,4.761904762,18.32,8.4
288-38-3758,1755,Peppers,84.87,3,12.7305,267.3405,254.61,4.761904762,12.7305,7.4
652-43-6591,1756,Peppers,97.29,8,38.916,817.236,778.32,4.761904762,38.916,6.2
785-96-0615,1757,Peppers,35.74,8,14.296,300.216,285.92,4.761904762,14.296,4.9
406-46-7107,1758,Peppers,96.52,6,28.956,608.076,579.12,4.761904762,28.956,4.5
250-17-5703,1759,Peppers,18.85,10,9.425,197.925,188.5,4.761904762,9.425,5.6
156-95-3964,1760,Peppers,55.39,4,11.078,232.638,221.56,4.761904762,11.078,8
842-40-8179,1761,Peppers,77.2,10,38.6,810.6,772,4.761904762,38.6,5.6
525-09-8450,1762,Peppers,72.13,10,36.065,757.365,721.3,4.761904762,36.065,4.2
410-67-1709,1763,Peppers,63.88,8,25.552,536.592,511.04,4.761904762,25.552,9.9
587-73-4862,1764,Peppers,10.69,5,2.6725,56.1225,53.45,4.761904762,2.6725,7.6
787-87-2010,1765,Peppers,55.5,4,11.1,233.1,222,4.761904762,11.1,6.6
593-14-4239,1766,Peppers,95.46,8,38.184,801.864,763.68,4.761904762,38.184,4.7
801-88-0346,1767,Broccoli,76.06,3,11.409,239.589,228.18,4.761904762,11.409,9.8
388-76-2555,1768,Broccoli,13.69,6,4.107,86.247,82.14,4.761904762,4.107,6.3
711-31-1234,1769,Broccoli,95.64,4,19.128,401.688,382.56,4.761904762,19.128,7.9
886-54-6089,1770,Broccoli,11.43,6,3.429,72.009,68.58,4.761904762,3.429,7.7
707-32-7409,1771,Broccoli,95.54,4,19.108,401.268,382.16,4.761904762,19.108,4.5
759-98-4285,1772,Broccoli,85.87,7,30.0545,631.1445,601.09,4.761904762,30.0545,8
201-63-8275,1773,Broccoli,67.99,7,23.7965,499.7265,475.93,4.761904762,23.7965,5.7
471-06-8611,1774,Broccoli,52.42,1,2.621,55.041,52.42,4.761904762,2.621,6.3
200-16-5952,1775,Broccoli,65.65,2,6.565,137.865,131.3,4.761904762,6.565,6
120-54-2248,1776,Broccoli,28.86,5,7.215,151.515,144.3,4.761904762,7.215,8
102-77-2261,1777,Broccoli,65.31,7,22.8585,480.0285,457.17,4.761904762,22.8585,4.2
875-31-8302,1778,Broccoli,93.38,1,4.669,98.049,93.38,4.761904762,4.669,9.6
102-06-2002,1779,Broccoli,25.25,5,6.3125,132.5625,126.25,4.761904762,6.3125,6.1
457-94-0464,1780,Broccoli,87.87,9,39.5415,830.3715,790.83,4.761904762,39.5415,5.6
629-42-4133,1781,Broccoli,21.8,8,8.72,183.12,174.4,4.761904762,8.72,8.3
534-53-3526,1782,Broccoli,94.76,4,18.952,397.992,379.04,4.761904762,18.952,7.8
307-04-2070,1783,Broccoli,30.62,1,1.531,32.151,30.62,4.761904762,1.531,4.1
468-99-7231,1784,Broccoli,44.01,8,17.604,369.684,352.08,4.761904762,17.604,8.8
516-77-6464,1785,Broccoli,10.16,5,2.54,53.34,50.8,4.761904762,2.54,4.1
404-91-5964,1786,Broccoli,74.58,7,26.103,548.163,522.06,4.761904762,26.103,9
886-77-9084,1787,Broccoli,71.89,8,28.756,603.876,575.12,4.761904762,28.756,5.5
790-38-4466,1788,Broccoli,10.99,5,2.7475,57.6975,54.95,4.761904762,2.7475,9.3
704-10-4056,1789,Broccoli,60.47,3,9.0705,190.4805,181.41,4.761904762,9.0705,5.6
497-37-6538,1790,Broccoli,58.91,7,20.6185,432.9885,412.37,4.761904762,20.6185,9.7
651-96-5970,1791,Broccoli,46.41,1,2.3205,48.7305,46.41,4.761904762,2.3205,4
400-80-4065,1792,Broccoli,68.55,4,13.71,287.91,274.2,4.761904762,13.71,9.2
